,Scenario,id,Choice,submitdate,startlanguage,startdate,Gender,Age,MaritalStatus,Occupation,Occupation.other.,Education,Householdsize,IncomeLevel,CityCountry,Nationality,DriversLicense,Carownership,ModeOfTransport.SQ001.,ModeOfTransport.SQ002.,ModeOfTransport.SQ003.,ParkingCosts.SQ001.,CongestionCosts.SQ001.,LowIncLikert.SQ001.,AffordableTrLikert.SQ001.,Resources,interviewtime,Time_Group1,Time_Group2,Time_Group3,Time_Group4,DailyTravelCost.Alt1,DelayOfTravel.Alt1,PeopleBenefiting.Alt1,CongestionReduction.Alt1,DailyTravelCost.Alt2,DelayOfTravel.Alt2,PeopleBenefiting.Alt2,CongestionReduction.Alt2,DailyTravelCost.Alt3,DelayOfTravel.Alt3,PeopleBenefiting.Alt3,CongestionReduction.Alt3
3564,S13,0682312_42,Alt1,2/1/2019 14:37,en,2/1/2019 14:32,Male,18-24 years,Single,student (university),,Not graduated,4,"5,000-10,000 €",Germany ,,Yes,no,Public Transport,Public Transport,Public Transport,5,1,3,1,,326.07,53.26,36.16,180.4,56.25,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3565,S13,0682312_20,Alt1,1/29/2019 10:28,en,1/29/2019 10:14,Male,30-39 years,Married,student (university),,Graduate degree (MSc / PhD / etc.),3,"0-5,000 €","Ardabil, Iran",Iranian,Yes,"yes, a privately owned/leased car",Car,Car,Walking,1,2,5,4,Based on some measure of need,829.74,197.2,55.47,395.45,181.62,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3566,S13,0682312_88,Alt1,2/5/2019 20:49,en,2/5/2019 20:43,Male,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),>4,"30,000-40,000 €","Munich, Germany",Turkish,No,no,Public Transport,Walking,Public Transport,4,2,4,2,Based on some measure of need,372.69,54.43,20.74,229.2,68.32,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3567,S13,0682312_90,Alt3,2/8/2019 20:26,en,2/8/2019 20:12,Female,30-39 years,Married,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),3,"0-5,000 €",Iran,Iranian,Yes,"yes, a company car",Car,Walking,Public Transport,3,2,3,2,,855.39,448.59,111.65,174.62,120.53,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3568,S13,0682312_62,Alt1,2/3/2019 0:47,en,2/3/2019 0:17,Female,25-29 years,Married,student (university),,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €","Munich,Germany",Iran,No,no,Public Transport,Public Transport,Public Transport,2,3,4,4,Based on some measure of need,1835.43,97.42,37.03,1604.85,96.13,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3569,S13,0682312_24,Alt2,1/29/2019 16:08,en,1/29/2019 16:00,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,"0-5,000 €","Ardabil,iran",iran,Yes,"yes, a privately owned/leased car",Car,Walking,Walking,3,2,4,2,,476.15,206.3,43.27,161.09,65.49,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3570,S13,0682312_34,Alt1,1/30/2019 16:05,en,1/30/2019 16:00,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"0-5,000 €","Munich, Germany",Bangladeshi,No,no,Public Transport,Public Transport,Walking,5,1,3,3,Based on some measure of need,276.82,65.6,35.48,119.83,55.91,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3571,S13,0682312_45,Alt1,2/1/2019 15:06,en,2/1/2019 14:57,Female,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",I prefer not to answer.,I prefer not to answer,"Teheran, Iran",Iranian,No,no,Public Transport,Walking,Public Transport,3,2,4,4,Based on some measure of need,555.78,119.19,56.35,279.4,100.84,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3572,S13,0682312_50,Alt3,2/1/2019 18:27,en,2/1/2019 18:20,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),4,"0-5,000 €","Tehran, Iran",Iranian,Yes,no,Public Transport,Public Transport,Car,3,3,4,1,Based on some measure of need,409.36,145.43,37.09,165.95,60.89,0,0.2,0.3,0.3,3,0,0,0.15,0,0,0,0
3573,S14,0682312_22,Alt2,1/29/2019 12:03,en,1/29/2019 12:00,Female,65 or older,Married,retired,,University degree (Fachhochschul-/Universitätsabschluss),2,"30,000-40,000 €","Munich,Germany",German,No,no,Public Transport,Public Transport,Public Transport,5,4,5,2,Based on some measure of need,178.14,50.53,16.66,79.88,31.07,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3574,S14,0682312_30,Alt3,1/30/2019 12:36,en,1/30/2019 12:26,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,"10,000-20,000 €","Tehran, Iran",Iranian,Yes,no,Carsharing,Public Transport,Car,1,3,3,4,Based on some measure of need,558.17,84.34,84.58,292.52,96.73,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3575,S14,0682312_39,Alt2,2/1/2019 13:57,en,2/1/2019 13:50,Male,25-29 years,Single,unemployed,,Graduate degree (MSc / PhD / etc.),>4,"0-5,000 €","Munic, Germany",Cambodian ,Yes,no,Public Transport,Public Transport,Bike,4,1,1,5,Based on some measure of need,371.57,50.23,24.93,93.48,202.93,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3576,S14,0682312_19,Alt1,1/29/2019 10:13,en,1/29/2019 10:09,Female,18-24 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),4,"5,000-10,000 €",aachen/Germany,iranian ,Yes,no,Public Transport,Public Transport,Car,2,2,3,2,Based on some measure of need,219.41,82.54,34.55,45.64,56.68,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3577,S14,0682312_33,Alt2,1/30/2019 15:27,en,1/30/2019 15:23,Male,25-29 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,>70000 €,"Munich, Germany",Germany,Yes,"yes, a privately owned/leased car",Car,Public Transport,Carsharing,4,3,1,2,Equally per capita,261,51.02,29.55,146.95,33.48,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3578,S14,0682312_58,Alt2,2/2/2019 21:08,en,2/2/2019 20:58,Female,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),4,"0-5,000 €","Zanjan,Iran",Iranian,Yes,"yes, a privately owned/leased car",Public Transport,Walking,Car,5,5,3,4,Based on some measure of need,593.98,171.27,57.51,303.78,61.42,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3579,S14,0682312_50,Alt1,2/1/2019 18:27,en,2/1/2019 18:20,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),4,"0-5,000 €","Tehran, Iran",Iranian,Yes,no,Public Transport,Public Transport,Car,3,3,4,1,Based on some measure of need,409.36,145.43,37.09,165.95,60.89,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3580,S14,0682312_71,Alt1,2/3/2019 19:20,en,2/3/2019 19:12,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"5,000-10,000 €",Sri lanka,Iran,Yes,"yes, a company car",Car,Car,Car,5,5,4,4,Based on some measure of need,490.22,91.42,57.63,228.49,112.68,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3581,S14,0682312_44,Alt1,2/1/2019 14:55,en,2/1/2019 14:43,Male,25-29 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"30,000-40,000 €","Munich, Germany",Iranian,Yes,no,Public Transport,Public Transport,Public Transport,2,1,4,3,Equally per capita,755.29,145.14,28.49,403.63,178.03,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3582,S14,0682312_32,Alt3,1/30/2019 13:49,en,1/30/2019 13:38,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"0-5,000 €","Munich, Germany",Sri Lankan,Yes,no,Public Transport,Walking,Public Transport,2,1,2,3,Based on some measure of need,626.82,76.27,42.88,442.8,64.87,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3583,S14,0682312_88,Alt2,2/5/2019 20:49,en,2/5/2019 20:43,Male,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),>4,"30,000-40,000 €","Munich, Germany",Turkish,No,no,Public Transport,Walking,Public Transport,4,2,4,2,Based on some measure of need,372.69,54.43,20.74,229.2,68.32,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3584,S14,0682312_24,Alt1,1/29/2019 16:08,en,1/29/2019 16:00,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,"0-5,000 €","Ardabil,iran",iran,Yes,"yes, a privately owned/leased car",Car,Walking,Walking,3,2,4,2,,476.15,206.3,43.27,161.09,65.49,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3585,S14,0682312_56,Alt2,2/2/2019 11:27,en,2/2/2019 11:17,Male,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),1,"5,000-10,000 €","Dusseldorf, Nord rhein westfallia, Germany",Iranian,No,no,Public Transport,Public Transport,Public Transport,2,2,4,2,Based on some measure of need,602.64,158.09,41.72,312.43,90.4,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3586,S14,0682312_53,Alt3,2/1/2019 20:21,en,2/1/2019 20:18,Male,30-39 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,I prefer not to answer,Nürnberg ,,No,no,Public Transport,Walking,Public Transport,1,1,3,3,,222.48,82.1,30.71,68.17,41.5,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3587,S14,0682312_31,Alt2,1/30/2019 13:47,en,1/30/2019 13:33,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,"0-5,000 €","Tehran, Iran",Iranian,Yes,"yes, a privately owned/leased car",Car,Walking,Public Transport,1,3,1,5,,838.02,141.61,56.52,489.94,149.95,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3588,S14,0682312_70,Alt2,2/3/2019 18:52,en,2/3/2019 18:44,Female,30-39 years,Married,unemployed,,Graduate degree (MSc / PhD / etc.),2,"10,000-20,000 €",Munich,Brasilian,Yes,no,Bike,Bike,Bike,3,1,4,2,Based on some measure of need,442.39,57.56,24.3,264.39,96.14,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3589,S14,0682312_37,Alt2,1/31/2019 18:50,en,1/31/2019 18:42,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),4,"5,000-10,000 €","Munich, Germany ",Uruguay,No,no,Public Transport,Public Transport,Public Transport,4,2,2,5,Based on some measure of need,478.06,80.01,39.58,295.29,63.18,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3590,S14,0682312_16,Alt2,1/29/2019 8:13,en,1/29/2019 8:08,Male,65 or older,Divorced / Widowed,retired,,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",2,"20,000-30,000 €","munich,Germany",German,No,no,Public Transport,Public Transport,Public Transport,5,5,5,1,,285.68,68.52,17.84,162.11,37.21,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3591,S14,0682312_26,Alt2,1/29/2019 18:11,en,1/29/2019 18:01,Male,30-39 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),1,"5,000-10,000 €","Munich, Germany",Iranian,No,no,Public Transport,Walking,Walking,1,2,4,2,Based on some measure of need,607.43,233.1,40.93,267.83,65.57,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3592,S14,0682312_20,Alt2,1/29/2019 10:28,en,1/29/2019 10:14,Male,30-39 years,Married,student (university),,Graduate degree (MSc / PhD / etc.),3,"0-5,000 €","Ardabil, Iran",Iranian,Yes,"yes, a privately owned/leased car",Car,Car,Walking,1,2,5,4,Based on some measure of need,829.74,197.2,55.47,395.45,181.62,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3593,S14,0682312_90,Alt3,2/8/2019 20:26,en,2/8/2019 20:12,Female,30-39 years,Married,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),3,"0-5,000 €",Iran,Iranian,Yes,"yes, a company car",Car,Walking,Public Transport,3,2,3,2,,855.39,448.59,111.65,174.62,120.53,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3594,S14,0682312_36,Alt2,1/31/2019 11:46,en,1/31/2019 11:43,Male,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"0-5,000 €","Munich, Germany",Indian,No,no,Walking,Public Transport,Public Transport,1,1,2,2,Based on some measure of need,181.84,39.27,19.95,84.12,38.5,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3595,S14,0682312_62,Alt3,2/3/2019 0:47,en,2/3/2019 0:17,Female,25-29 years,Married,student (university),,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €","Munich,Germany",Iran,No,no,Public Transport,Public Transport,Public Transport,2,3,4,4,Based on some measure of need,1835.43,97.42,37.03,1604.85,96.13,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3596,S14,0682312_8,Alt2,1/28/2019 22:28,en,1/28/2019 22:25,Female,25-29 years,Married,Employed - half-employed,,Graduate degree (MSc / PhD / etc.),2,"20,000-30,000 €","Munich,Germany",Iranian ,No,no,Public Transport,Public Transport,Car,1,2,1,1,,203.13,70.76,45.12,69.66,17.59,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3597,S14,0682312_75,Alt2,2/4/2019 4:59,en,2/4/2019 4:55,Male,30-39 years,Married,student (university),,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €","Boston, USA",Iranian,Yes,no,Public Transport,Carsharing,Public Transport,1,1,5,2,Equally per capita,240.45,57.09,28.65,101.4,53.31,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3598,S14,0682312_15,Alt3,1/29/2019 6:36,en,1/29/2019 6:20,Female,25-29 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €","Tehran,Iran",Irainian,Yes,"yes, a privately owned/leased car",Carsharing,Public Transport,Public Transport,3,2,4,5,,930.11,111.7,68.82,608.15,141.44,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3599,S14,0682312_35,Alt3,1/31/2019 11:49,en,1/31/2019 11:43,Female,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"5,000-10,000 €","Munich, Germany ",German,Yes,no,Walking,Bike,Public Transport,2,2,3,4,Based on some measure of need,396.87,79.54,26.19,216.73,74.41,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3600,S14,0682312_79,Alt1,2/4/2019 13:06,en,2/4/2019 13:01,Female,40-49 years,Married,housewife/househusband,,University degree (Fachhochschul-/Universitätsabschluss),2,"40,000-50,000 €","Beaver, Pennsylvania, United States of America",Mexican,Yes,"yes, a privately owned/leased car",Car,Car,Car,5,3,5,5,Based on some measure of need,301.27,79.22,36.95,154.2,30.9,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3601,S14,0682312_64,Alt2,2/3/2019 5:29,en,2/3/2019 5:22,Male,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),3,"5,000-10,000 €","Munich,Germany",Iranian,Yes,"yes, a privately owned/leased car",Car,Car,Car,2,2,1,3,Based on some measure of need,408.36,96.91,35.63,215.62,60.2,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3602,S14,0682312_4,Alt2,1/28/2019 19:24,en,1/28/2019 19:15,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"0-5,000 €","Munich, Germany",USA,Yes,no,Walking,Walking,Walking,1,1,2,3,Based on some measure of need,540.91,61.82,32.1,343.94,103.05,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3603,S14,0682312_5,Alt2,1/28/2019 21:59,en,1/28/2019 21:53,Male,30-39 years,Single,student (school)/ Auszubildender/Auszubildende,,Graduate degree (MSc / PhD / etc.),2,"5,000-10,000 €","Munich,Germany",Iranian,Yes,no,Public Transport,Bike,Public Transport,4,4,3,1,Based on some measure of need,368.84,85.7,36.94,197.36,48.84,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3604,S14,0682312_13,Alt3,1/29/2019 7:36,en,1/29/2019 3:41,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),I prefer not to answer.,"0-5,000 €",Germany,Iranian,No,no,Public Transport,Public Transport,Public Transport,5,5,5,5,Based on some measure of need,314.89,128.99,37.93,109.96,38.01,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3605,S14,0682312_63,Alt3,2/3/2019 5:35,en,2/3/2019 4:48,Female,30-39 years,Married,I prefer not to answer.,,University degree (Fachhochschul-/Universitätsabschluss),3,I prefer not to answer,I live Iran in ardabil city,Iranian,I prefer not to answer.,"yes, a privately owned/leased car",Public Transport,Walking,Car,3,3,5,4,Based on some measure of need,2450.84,1006.36,139.31,1256.14,49.03,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3606,S14,0682312_80,Alt2,2/4/2019 14:50,en,2/4/2019 14:43,Male,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"10,000-20,000 €","Munich, Germany",,No,no,Public Transport,Public Transport,Walking,2,2,3,3,Based on some measure of need,406.16,74.18,33.3,242.64,56.04,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3607,S14,0682312_67,Alt1,2/3/2019 7:22,en,2/3/2019 7:12,Male,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),4,"20,000-30,000 €",tehran iran,iran,Yes,"yes, a privately owned/leased car",Car,Car,Car,1,3,1,1,,512.17,158.03,38.11,255.84,60.19,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3608,S14,0682312_41,Alt2,2/1/2019 14:37,en,2/1/2019 14:29,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),2,"0-5,000 €","Munich, Germany",Indian,No,no,Public Transport,Public Transport,Public Transport,3,1,4,4,Based on some measure of need,478.56,65.41,17.99,327.52,67.64,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3609,S14,0682312_51,Alt2,2/1/2019 18:40,en,2/1/2019 18:33,Male,25-29 years,Single,Employed - half-employed,,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",1,"10,000-20,000 €","Munich, Germany",Spain,Yes,no,Walking,Public Transport,Car,2,2,2,2,Based on some measure of need,403.82,71.36,71.59,207.22,53.65,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3610,S14,0682312_54,Alt3,2/1/2019 20:37,en,2/1/2019 20:26,Male,25-29 years,Single,Other,work student,University degree (Fachhochschul-/Universitätsabschluss),1,"5,000-10,000 €","Munich, Germany",Iranian,No,no,Public Transport,Walking,Public Transport,1,1,4,1,Based on some measure of need,339.17,97.46,29.57,141.57,70.57,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3611,S14,0682312_40,Alt2,2/1/2019 14:00,en,2/1/2019 13:58,Male,25-29 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),4,"40,000-50,000 €","Munich, Germany ",Pakistan ,No,no,Public Transport,Public Transport,Bike,5,3,4,4,Based on some measure of need,118.03,57.94,21.75,22.26,16.08,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3612,S14,0682312_42,Alt2,2/1/2019 14:37,en,2/1/2019 14:32,Male,18-24 years,Single,student (university),,Not graduated,4,"5,000-10,000 €",Germany ,,Yes,no,Public Transport,Public Transport,Public Transport,5,1,3,1,,326.07,53.26,36.16,180.4,56.25,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3613,S14,0682312_49,Alt2,2/1/2019 17:28,en,2/1/2019 17:23,Female,30-39 years,Married,unemployed,,Graduate degree (MSc / PhD / etc.),2,"30,000-40,000 €",Munich,,No,no,Public Transport,Walking,Public Transport,1,1,4,3,Based on some measure of need,311.57,80.78,35.93,157.55,37.31,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3614,S14,0682312_46,Alt2,2/1/2019 15:19,en,2/1/2019 15:11,Male,25-29 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),1,"40,000-50,000 €","Munich, Germany",German,Yes,no,Public Transport,Walking,Public Transport,1,1,4,4,Based on some measure of need,463.95,68.3,17.89,328.62,49.14,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3615,S14,0682312_86,Alt2,2/5/2019 14:56,en,2/5/2019 14:45,Female,30-39 years,I prefer not to answer,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),3,I prefer not to answer,"Constantine, Algeria",Algerian,Yes,"yes, a privately owned/leased car",Car,Car,Walking,4,5,5,2,Based on some measure of need,649.39,150.89,50.81,321.58,126.11,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3616,S14,0682312_45,Alt2,2/1/2019 15:06,en,2/1/2019 14:57,Female,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",I prefer not to answer.,I prefer not to answer,"Teheran, Iran",Iranian,No,no,Public Transport,Walking,Public Transport,3,2,4,4,Based on some measure of need,555.78,119.19,56.35,279.4,100.84,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3617,S14,0682312_89,Alt2,2/8/2019 12:43,en,2/8/2019 12:39,Female,30-39 years,Divorced / Widowed,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),3,"5,000-10,000 €","Ukraine, Cherkasy",Ukrainian,Yes,"yes, a privately owned/leased car",Car,Walking,Bike,3,4,5,4,Based on some measure of need,281.55,71.8,46.89,119.97,42.89,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3618,S14,0682312_23,Alt1,1/29/2019 14:28,en,1/29/2019 14:20,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"10,000-20,000 €",Tehran/ Iran,Iranian,Yes,"yes, a privately owned/leased car",Public Transport,Walking,Public Transport,2,2,3,4,Based on some measure of need,519.91,126.17,74.06,248.3,71.38,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3619,S14,0682312_52,Alt3,2/1/2019 19:55,en,2/1/2019 19:49,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,I prefer not to answer,"Freudenstadt, Germany",Iranian,Yes,"yes, a privately owned/leased car",Car,Car,Walking,2,3,4,3,Based on some measure of need,367.94,93.74,58.39,117.59,98.22,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3620,S14,0682312_11,Alt2,1/28/2019 23:46,en,1/28/2019 23:09,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €",tehran,iran,Yes,"yes, a privately owned/leased car",Car,Car,Car,1,4,3,1,Based on some measure of need,1153.36,274.53,42.51,582.96,253.36,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3621,S14,0682312_12,Alt2,1/29/2019 0:18,en,1/29/2019 0:09,Male,30-39 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),4,"40,000-50,000 €",Netherlands Utrecht ,Iran,Yes,"yes, a privately owned/leased car",Public Transport,Car,Car,2,2,4,3,Based on some measure of need,586.82,113.13,53.04,330.45,90.2,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3622,S14,0682312_18,Alt2,1/29/2019 9:27,en,1/29/2019 9:21,Male,30-39 years,Single,Employed - half-employed,,Graduate degree (MSc / PhD / etc.),3,"5,000-10,000 €","Tehran, Iran",Iranian,Yes,no,Car,Walking,Car,5,4,3,4,,370.86,79.12,35.26,228.6,27.88,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3623,S14,0682312_14,Alt2,1/29/2019 5:38,en,1/29/2019 5:26,Female,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),4,"0-5,000 €","Tehrab,iran",Iranian,Yes,no,Public Transport,Public Transport,Public Transport,1,2,4,2,,686.66,101.14,38,440.28,107.24,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3624,S14,0682312_82,Alt3,2/5/2019 10:15,en,2/5/2019 9:24,Male,40-49 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €",Iran-Tehran,Iranian,Yes,"yes, a privately owned/leased car",Car,Car,Car,1,1,5,3,,3073,155.34,439.4,1343,1135.26,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3625,S14,0682312_81,Alt2,2/4/2019 16:09,en,2/4/2019 15:54,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,>70000 €,"Minneapolis, USA",Iranian,Yes,"yes, a privately owned/leased car",Car,Car,Car,2,4,3,2,Based on some measure of need,884.9,73.12,23.39,205.21,583.18,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3626,S14,0682312_17,Alt1,1/29/2019 8:56,en,1/29/2019 8:42,Male,30-39 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"20,000-30,000 €","Munich,German",Iranian,Yes,no,Public Transport,Bike,Bike,2,2,1,1,Equally per capita,522.48,51.51,85.11,234.38,151.48,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3627,S14,0682312_73,Alt2,2/3/2019 21:56,en,2/3/2019 21:45,Male,30-39 years,Married,Employed - half-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,"10,000-20,000 €","Munich, Germany",Brazilian,Yes,no,Public Transport,Bike,Bike,4,3,2,2,Based on some measure of need,677.35,312.65,30.43,207.66,126.61,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3628,S14,0682312_59,Alt2,2/3/2019 0:07,en,2/2/2019 23:56,Female,30-39 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),4,I prefer not to answer,"Ankara, Turkey",Iranian,Yes,no,Public Transport,Public Transport,Public Transport,5,5,5,1,Based on some measure of need,680.82,100.97,36.65,401.63,141.57,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3629,S14,0682312_47,Alt3,2/1/2019 16:03,en,2/1/2019 15:19,Male,30-39 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,I prefer not to answer,"Brisbane, Australia",Iranian,Yes,no,Walking,Walking,Carsharing,2,1,5,3,,2625.02,2355.43,22.86,185.92,60.81,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3630,S14,0682312_68,Alt3,2/3/2019 10:31,en,2/3/2019 9:53,Male,30-39 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),>4,"5,000-10,000 €","ardabil,naming,abibagloo",iranian,Yes,"yes, a privately owned/leased car",Car,Walking,Walking,1,1,1,1,,468.14,167.99,118.48,134.03,47.64,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
3631,S14,0682312_72,Alt3,2/3/2019 21:54,en,2/3/2019 21:44,Female,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",1,"5,000-10,000 €","Munich, Germany",Italian,Yes,no,Public Transport,Public Transport,Public Transport,4,2,3,3,Based on some measure of need,605.92,107,22.85,379.54,96.53,3,0,0,0.15,1.5,-0.2,0,0,0,0,0,0
